채널,동영상 이름,업로드 시간,조회수,언급된 종목,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가
북꼼,"VR, AR 규제 폐지 관련주 지금이 매수 적기다! VR,AR 관련주(이랜텍, 한빛소프트, 와이제이엠게임즈, 드래곤플라이,아이엠, 덱스터)",2020-07-30 05:22:07+00:00,1872,한빛소프트,2748642,756428,4140.833333,4142.5
그레이스파트너스,가상현실 규제완화 가상현실관련주 한빛소프트/이랜텍/엠게임/팅크웨어,2020-07-29 10:21:43+00:00,264,한빛소프트,670167,2748642,3147.5,4140.833333
대갈통_주식투자,이랜텍 급등 분석!! 한빛소프트 아이엠 젬백스링크 AR.VR관련주,2020-07-29 08:11:01+00:00,632,한빛소프트,670167,2748642,3147.5,4140.833333
아트경제TV,"가상현실(AR), 증강현실(VR) 정부 정책 수혜주! 한빛소프트 주도주! 숨은 핵심주 공개!",2020-07-28 10:15:56+00:00,5,한빛소프트,1774278,670167,3582.5,3147.5
무료종목추천ᅳ주식스텔스,가상현실 증강현실 AR/VR 관련 테마주 관련종목 규제완화이랜텍 한빛소프트 아이엠 와이제이엠게임즈 드래곤플라이 덱스터 위지웍스튜디오 주식무료방송 주식스텔스,2020-07-28 07:01:39+00:00,238,한빛소프트,1774278,670167,3582.5,3147.5
김민억,한빛소프트 VR(가상현실) AR(증강현실) 이번 정책수혜주로 볼 수 있을까? (NO!),2020-07-28 02:51:43+00:00,1302,한빛소프트,1774278,670167,3582.5,3147.5
슬기로운 매매생활,"[최강주] VR,AR 규제 혁신 로드맵 발표 - 가상현실,증강현실 관련주(나노캠텍,한국큐빅,이랜텍,에스코넥,한빛소프트,아이엠)",2020-07-27 22:56:37+00:00,2822,한빛소프트,1603,1774278,2780,3582.5
웃지 주식,"[웃지] 7월28일 관심주 - VR(가상), AR(증강) 관련주를 잡아보자!! 아이엠,한빛소프트,와이제이엠게임즈,드래곤플라이,바른손이앤에이,이랜텍,미투온,디오스텍",2020-07-27 15:16:06+00:00,275,한빛소프트,1603,1774278,2780,3582.5
심플 관심종목 TV,"文대통령 &quot;VR·AR 규제 일단 모두 풀라 관련주 정리 및 재료에 대한 생각 // 한빛소프트,와이제이엠게임즈,이랜텍,아이엠,나노캠텍,드래곤플라이",2020-07-27 10:41:42+00:00,304,한빛소프트,1603,1774278,2780,3582.5
해주부TV - 해외주식사서부자되기TV,"한빛소프트 게임 ,가상현실, 클라우드, 아마존 관련주. 내가 찾는 기업",2020-06-21 23:46:53+00:00,21471,한빛소프트,30109,5339,2627.5,2652.5
나눔경제뉴스 나눔이,[나눔이] 종목분석 한솔테크닉스 &quot;집콕 수혜주&quot; / 삼성페이 관련주 2021년 성장 기대주 하나투자증권 추천주식 /주린이 주알못 사회초년생을 위한 추천 종목 / 나눔경제뉴스,2020-11-02 22:00:06+00:00,707,한빛소프트,58674,63857,8573.333333,8635
대주주TV,한컴MDS(장비) 자율주행 공유주차 교육로봇 사물인터넷 관련주,2020-10-19 04:15:49+00:00,91,한빛소프트,41917,21545,13450,12900
급등이 관심종목 창고,"9th 대웅, 대웅제약 외 제약 관련주 차트해석 Time (종근당, 종근당바이오, 셀트리온제약,셀트리온헬스케어, 셀트리온, 현대바이오, 녹십자, 녹십자홀딩스 포함)",2021-01-26 13:23:01+00:00,652,한솔테크닉스,557887,683740,24341.66667,25166.66667
급등이 관심종목 창고,"대웅, 대웅제약 외 제약 관련주 차트해석 Time (종근당, 종근당바이오, 셀트리온제약,셀트리온헬스케어, 셀트리온, 현대바이오, 녹십자, 녹십자홀딩스 포함)",2021-02-02 14:30:34+00:00,499,한컴MDS,238653,8890195,23358.33333,32166.66667
이상로의빨간주식,"케이피에프, 삼영엠텍 디지털뉴딜과 그린뉴딜, 뉴딜펀드 공략방법, 현대제철, 건설주 저PBR 실적시즌 재평가, 개별주와 저가매수",2020-10-13 08:22:23+00:00,1131,현대바이오,739780,986736,27325,28650
그레이스파트너스,블록체인 보안관련주 급등! 케이사인/ 휴네시온/ 지란지교시큐리티/ 드림시큐리티,2020-09-17 10:12:36+00:00,21471,현대바이오,4475669,3620851,6175,6780
,,,,현대제철,,,,
,,,,휴네시온,,,,
